ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,DM_category,Label,Score
63356,7,2) $100 - $200,172.23,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0609
63357,1,3) $200 - $350,345.37,0,1,Urban,0,Phone,Mens E-Mail,3,1,0.5591
63358,2,4) $350 - $500,484.22,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.2522
63359,4,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,6,0,0.0038
63360,7,1) $0 - $100,58.84,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.0712
63361,3,2) $100 - $200,172.23,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0056
63362,5,1) $0 - $100,34.14,0,1,Rural,1,Web,Mens E-Mail,3,0,0.2737
63363,6,1) $0 - $100,29.99,0,1,Rural,0,Phone,Mens E-Mail,3,0,0.259
63364,9,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,6,0,0.0016
63365,11,2) $100 - $200,136.75,1,0,Rural,1,Web,Womens E-Mail,4,0,0.0039
63366,1,2) $100 - $200,122.51,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.3644
63367,2,1) $0 - $100,64.99,1,0,Urban,0,Web,Womens E-Mail,4,0,0.0579
63368,5,4) $350 - $500,419.22,1,1,Urban,0,Web,Mens E-Mail,5,1,0.5432
63369,6,5) $500 - $750,749.72,1,1,Surburban,1,Web,No E-Mail,11,1,0.8716
63370,1,4) $350 - $500,404.69,0,1,Surburban,1,Multichannel,Womens E-Mail,1,1,0.8449
63371,3,5) $500 - $750,665.05,1,1,Surburban,1,Phone,No E-Mail,11,1,0.916
63372,1,5) $500 - $750,691.7,1,1,Surburban,1,Multichannel,Mens E-Mail,5,1,0.8265
63373,3,1) $0 - $100,87.87,0,1,Rural,0,Phone,No E-Mail,5,0,0.1838
63374,10,5) $500 - $750,606.05,1,0,Rural,1,Multichannel,Mens E-Mail,2,0,0.4662
63375,10,4) $350 - $500,381.3,0,1,Surburban,0,Multichannel,Mens E-Mail,3,0,0.436
63376,2,2) $100 - $200,184.46,1,0,Urban,0,Web,No E-Mail,6,0,0.0156
63377,2,3) $200 - $350,228.13,1,0,Rural,1,Phone,Womens E-Mail,4,0,0.1416
63378,10,1) $0 - $100,61.37,1,0,Rural,1,Web,Womens E-Mail,4,0,0.0094
63379,11,1) $0 - $100,85.35,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0103
63380,1,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0457
63381,2,"7) $1,000 +",1200.44,0,1,Surburban,1,Multichannel,Mens E-Mail,3,1,1
63382,10,3) $200 - $350,339.4,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.1234
63383,7,5) $500 - $750,656.89,1,0,Urban,1,Web,No E-Mail,6,0,0.012
63384,8,3) $200 - $350,321.26,1,0,Urban,0,Multichannel,Mens E-Mail,2,0,0.1824
63385,7,3) $200 - $350,211.81,1,1,Rural,0,Web,Mens E-Mail,5,0,0.3773
63386,8,4) $350 - $500,397.83,1,0,Surburban,1,Multichannel,Womens E-Mail,4,0,0.0502
63387,10,3) $200 - $350,278.38,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.0072
63388,9,1) $0 - $100,84.17,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0051
63389,2,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,6,0,0.0098
63390,6,2) $100 - $200,118.73,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0576
63391,1,2) $100 - $200,198.26,1,0,Rural,0,Phone,No E-Mail,6,0,0.033
63392,6,2) $100 - $200,139.05,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0068
63393,8,1) $0 - $100,68.21,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0184
63394,7,2) $100 - $200,104.24,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0376
63395,3,3) $200 - $350,211.73,0,1,Rural,0,Phone,Womens E-Mail,1,1,0.6377
63396,2,2) $100 - $200,119.4,1,0,Urban,0,Phone,No E-Mail,6,0,0.0095
63397,2,2) $100 - $200,156.72,0,1,Urban,0,Web,Womens E-Mail,1,0,0.3245
63398,10,2) $100 - $200,197.87,1,0,Urban,0,Web,Mens E-Mail,2,0,0.043
63399,9,1) $0 - $100,99.48,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.0226
63400,2,1) $0 - $100,45.16,0,1,Rural,1,Phone,Womens E-Mail,1,0,0.3664
63401,5,2) $100 - $200,121.8,1,0,Urban,0,Web,No E-Mail,6,0,0.0044
63402,10,2) $100 - $200,147.11,1,0,Urban,1,Web,Mens E-Mail,2,0,0.028
63403,6,3) $200 - $350,286.67,1,0,Urban,1,Multichannel,No E-Mail,6,0,0.0121
63404,7,5) $500 - $750,693.65,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.2564
63405,4,2) $100 - $200,194.74,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.1598
63406,6,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,3,0,0.1069
63407,6,2) $100 - $200,170.89,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.1121
63408,11,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0166
63409,1,3) $200 - $350,243.82,1,0,Rural,0,Multichannel,No E-Mail,6,0,0.1834
63410,9,4) $350 - $500,453.47,0,1,Urban,0,Multichannel,Mens E-Mail,3,0,0.4598
63411,4,3) $200 - $350,276.19,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.3891
63412,11,1) $0 - $100,50.56,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.0013
63413,2,4) $350 - $500,482.49,1,0,Surburban,0,Multichannel,Mens E-Mail,2,1,0.8978
63414,2,4) $350 - $500,472.28,1,1,Rural,0,Web,Mens E-Mail,5,1,0.9287
63415,1,4) $350 - $500,430.21,0,1,Rural,0,Phone,Mens E-Mail,3,1,0.9249
63416,9,3) $200 - $350,295.97,0,1,Surburban,0,Phone,No E-Mail,5,0,0.0173
63417,9,1) $0 - $100,90.35,0,1,Urban,0,Web,No E-Mail,5,0,0.0117
63418,6,1) $0 - $100,30.5,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.0726
63419,11,2) $100 - $200,195.84,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0124
63420,2,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,3,0,0.3117
63421,5,1) $0 - $100,92.89,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0071
63422,12,2) $100 - $200,109.21,0,1,Surburban,0,Phone,No E-Mail,5,0,0.0035
63423,10,3) $200 - $350,344.21,1,1,Surburban,0,Web,Womens E-Mail,5,0,0.0642
63424,2,1) $0 - $100,87.99,1,0,Urban,0,Phone,No E-Mail,6,0,0.0098
63425,11,2) $100 - $200,192.03,0,1,Rural,1,Phone,No E-Mail,5,0,0.0056
63426,3,5) $500 - $750,680.11,0,1,Urban,1,Multichannel,Womens E-Mail,1,1,0.7668
63427,9,1) $0 - $100,69.1,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0048
63428,7,4) $350 - $500,360.2,1,0,Urban,0,Web,Mens E-Mail,2,0,0.4376
63429,1,4) $350 - $500,419.23,0,1,Urban,0,Phone,Womens E-Mail,1,1,0.7476
63430,2,3) $200 - $350,298.52,1,1,Urban,1,Multichannel,Mens E-Mail,5,1,0.5809
63431,2,1) $0 - $100,39.37,0,1,Urban,1,Web,Womens E-Mail,1,0,0.2438
63432,10,5) $500 - $750,538.43,1,0,Surburban,1,Multichannel,Mens E-Mail,2,0,0.2128
63433,10,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,6,0,0.0009
63434,4,"6) $750 - $1,000",854.62,1,1,Urban,1,Web,Womens E-Mail,5,1,0.9848
63435,4,2) $100 - $200,151.91,0,1,Urban,0,Web,Mens E-Mail,3,0,0.206
63436,11,1) $0 - $100,82.26,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0003
63437,10,3) $200 - $350,227.66,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0494
63438,4,5) $500 - $750,511.62,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.2777
63439,1,"7) $1,000 +",1501.02,1,0,Surburban,1,Multichannel,No E-Mail,6,1,1
63440,11,1) $0 - $100,69.86,1,0,Rural,1,Web,No E-Mail,6,0,0.0011
63441,10,4) $350 - $500,434.98,0,1,Surburban,1,Multichannel,No E-Mail,5,0,0.0997
63442,10,2) $100 - $200,189.19,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0008
63443,9,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,3,0,0.0361
63444,7,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,5,0,0.0157
63445,11,2) $100 - $200,156.72,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0021
63446,5,3) $200 - $350,314.96,1,1,Surburban,0,Phone,No E-Mail,11,1,0.6699
63447,7,5) $500 - $750,742.73,1,0,Rural,1,Web,Mens E-Mail,2,1,0.5959
63448,4,1) $0 - $100,47.84,1,0,Urban,0,Web,Mens E-Mail,2,0,0.1778
63449,2,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,4,0,0.1522
63450,1,1) $0 - $100,97.03,0,1,Urban,0,Web,No E-Mail,5,0,0.1457
63451,4,4) $350 - $500,480.73,1,1,Rural,0,Phone,Mens E-Mail,5,1,0.7573
63452,4,2) $100 - $200,130.78,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.1083
63453,6,4) $350 - $500,392.14,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.4069
63454,1,3) $200 - $350,254.53,1,0,Rural,0,Phone,No E-Mail,6,0,0.0741
63455,10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0031
63456,3,1) $0 - $100,83.25,1,0,Urban,1,Web,No E-Mail,6,0,0.0092
63457,10,1) $0 - $100,30.6,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0223
63458,1,"7) $1,000 +",1263.98,1,0,Surburban,1,Web,Mens E-Mail,2,1,1
63459,10,5) $500 - $750,508.58,0,1,Urban,1,Web,Womens E-Mail,1,0,0.1143
63460,3,1) $0 - $100,33.24,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0325
63461,6,1) $0 - $100,67.49,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0794
63462,7,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,5,0,0.0253
63463,6,5) $500 - $750,590.33,0,1,Surburban,1,Multichannel,No E-Mail,5,0,0.2065
63464,2,5) $500 - $750,533.37,1,1,Surburban,1,Web,Womens E-Mail,5,1,0.5336
63465,6,3) $200 - $350,252.13,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0159
63466,10,1) $0 - $100,32.39,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0181
63467,8,2) $100 - $200,102.79,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0006
63468,11,5) $500 - $750,515.31,1,1,Urban,1,Phone,Mens E-Mail,5,0,0.0338
63469,1,2) $100 - $200,123.09,0,1,Surburban,0,Phone,No E-Mail,5,0,0.0925
63470,11,2) $100 - $200,107.35,0,1,Urban,1,Web,Mens E-Mail,3,0,0.0147
63471,9,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.0449
63472,1,1) $0 - $100,29.99,0,1,Rural,0,Web,Womens E-Mail,1,1,0.6317
63473,10,2) $100 - $200,102.41,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0045
63474,10,3) $200 - $350,233.84,1,0,Rural,0,Web,Womens E-Mail,4,0,0.0322
63475,4,3) $200 - $350,323.37,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0349
63476,4,2) $100 - $200,101.45,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0148
63477,10,1) $0 - $100,98.51,0,1,Surburban,0,Web,No E-Mail,5,0,0.0116
63478,5,2) $100 - $200,120.35,0,1,Rural,1,Phone,No E-Mail,5,0,0.044
63479,2,5) $500 - $750,694.32,1,0,Surburban,1,Multichannel,Mens E-Mail,2,1,0.8162
63480,4,3) $200 - $350,224.91,1,1,Surburban,0,Web,Mens E-Mail,5,0,0.3114
63481,10,2) $100 - $200,105.16,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0174
63482,8,3) $200 - $350,297.12,0,1,Urban,1,Multichannel,Mens E-Mail,3,0,0.1499
63483,9,3) $200 - $350,282.6,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0378
63484,1,5) $500 - $750,666.09,1,1,Surburban,1,Multichannel,Womens E-Mail,5,1,0.7495
63485,11,1) $0 - $100,36.91,0,1,Urban,0,Web,No E-Mail,5,0,0.0049
63486,8,2) $100 - $200,127.66,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0034
63487,5,3) $200 - $350,228.84,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0258
63488,9,1) $0 - $100,89.48,0,1,Surburban,1,Web,No E-Mail,5,0,0.0078
63489,10,2) $100 - $200,192.45,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.0218
63490,4,2) $100 - $200,141.89,1,0,Surburban,1,Web,No E-Mail,6,0,0.004
63491,8,3) $200 - $350,265.93,0,1,Surburban,1,Web,No E-Mail,5,0,0.0202
63492,6,3) $200 - $350,255.87,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0391
63493,2,3) $200 - $350,241.27,1,0,Urban,0,Multichannel,Mens E-Mail,2,1,0.692
63494,10,1) $0 - $100,53.43,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.022
63495,8,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0009
63496,3,3) $200 - $350,268.99,1,0,Rural,0,Web,No E-Mail,6,0,0.0884
63497,4,4) $350 - $500,432.44,1,0,Urban,0,Web,No E-Mail,6,0,0.0492
63498,6,3) $200 - $350,343.8,1,0,Urban,0,Multichannel,Mens E-Mail,2,0,0.4065
63499,5,3) $200 - $350,230.3,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.1668
63500,4,5) $500 - $750,667.84,0,1,Surburban,1,Multichannel,No E-Mail,5,0,0.2917
63501,3,4) $350 - $500,404.1,1,0,Rural,1,Web,No E-Mail,6,0,0.1788
63502,4,3) $200 - $350,317.33,0,1,Urban,0,Phone,No E-Mail,5,0,0.076
63503,11,4) $350 - $500,450.41,0,1,Surburban,0,Multichannel,Womens E-Mail,1,0,0.2019
63504,10,1) $0 - $100,88.42,0,1,Urban,1,Web,Mens E-Mail,3,0,0.0354
63505,2,"6) $750 - $1,000",948.24,0,1,Surburban,1,Web,Mens E-Mail,3,1,0.9978
63506,1,5) $500 - $750,709.89,1,0,Rural,1,Phone,No E-Mail,6,0,0.138
63507,1,5) $500 - $750,509.38,1,0,Surburban,1,Phone,Mens E-Mail,2,1,0.5744
63508,8,4) $350 - $500,473.55,0,1,Surburban,0,Multichannel,No E-Mail,5,0,0.1709
63509,1,5) $500 - $750,550.39,0,1,Surburban,1,Phone,No E-Mail,5,0,0.2674
63510,5,3) $200 - $350,305.31,1,0,Urban,0,Multichannel,Womens E-Mail,4,0,0.0685
63511,9,3) $200 - $350,296.43,1,0,Surburban,1,Web,No E-Mail,6,0,0.0021
63512,2,3) $200 - $350,269.18,1,0,Surburban,1,Multichannel,Womens E-Mail,4,0,0.1423
63513,2,3) $200 - $350,292.04,0,1,Urban,0,Phone,Mens E-Mail,3,1,0.5041
63514,2,1) $0 - $100,93.85,1,0,Surburban,0,Phone,No E-Mail,6,0,0.01
63515,1,1) $0 - $100,41.64,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.069
63516,7,2) $100 - $200,198.46,1,0,Urban,0,Web,Mens E-Mail,2,0,0.0912
63517,6,2) $100 - $200,170.15,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0928
63518,11,2) $100 - $200,156.02,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.0142
63519,6,2) $100 - $200,110.98,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.1044
63520,6,1) $0 - $100,67.97,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.0726
63521,7,3) $200 - $350,219.69,1,0,Urban,0,Phone,Mens E-Mail,2,0,0.1239
63522,10,1) $0 - $100,34.77,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0257
63523,4,1) $0 - $100,55.72,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0979
63524,3,"7) $1,000 +",1521.26,1,0,Urban,1,Multichannel,Mens E-Mail,2,1,1
63525,5,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,6,0,0.0046
63526,9,"6) $750 - $1,000",806.84,0,1,Urban,1,Multichannel,Mens E-Mail,3,1,0.9779
63527,4,5) $500 - $750,547.02,1,0,Rural,1,Phone,No E-Mail,6,0,0.0369
63528,3,3) $200 - $350,213.24,1,1,Surburban,0,Phone,Womens E-Mail,5,0,0.2939
63529,3,3) $200 - $350,245.78,1,0,Urban,1,Phone,No E-Mail,6,0,0.013
63530,4,3) $200 - $350,268.8,0,1,Urban,0,Multichannel,No E-Mail,5,0,0.1829
63531,6,2) $100 - $200,145.03,1,0,Surburban,1,Phone,Mens E-Mail,2,0,0.0587
63532,10,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0239
63533,5,1) $0 - $100,77.35,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.1667
63534,11,2) $100 - $200,138.98,1,0,Urban,1,Web,Womens E-Mail,4,0,0.0013
63535,9,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0034
63536,11,2) $100 - $200,120.25,0,1,Rural,1,Phone,Mens E-Mail,3,0,0.0261
63537,2,2) $100 - $200,109.26,1,0,Urban,1,Web,No E-Mail,6,0,0.01
63538,9,2) $100 - $200,104.92,0,1,Urban,0,Web,No E-Mail,5,0,0.0112
63539,10,3) $200 - $350,258.33,0,1,Rural,0,Phone,Mens E-Mail,3,0,0.1896
63540,2,4) $350 - $500,392.14,0,1,Urban,0,Phone,Womens E-Mail,1,1,0.7068
63541,11,4) $350 - $500,442.29,1,0,Surburban,0,Web,No E-Mail,6,0,0.0047
63542,1,4) $350 - $500,470.51,1,1,Rural,0,Web,Womens E-Mail,5,1,0.911
63543,4,4) $350 - $500,362.08,0,1,Surburban,0,Web,Womens E-Mail,1,1,0.5969
63544,4,5) $500 - $750,660.74,1,0,Surburban,1,Multichannel,Mens E-Mail,2,1,0.6152
63545,1,3) $200 - $350,231.13,0,1,Surburban,0,Web,Mens E-Mail,3,1,0.6566
63546,3,3) $200 - $350,246.58,1,0,Urban,1,Multichannel,Womens E-Mail,4,0,0.1242
63547,11,3) $200 - $350,254.28,1,0,Urban,1,Phone,Mens E-Mail,2,0,0.0176
63548,7,1) $0 - $100,36.65,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.072
63549,7,2) $100 - $200,146.66,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0604
63550,7,2) $100 - $200,174.59,1,0,Surburban,1,Phone,Womens E-Mail,4,0,0.0044
63551,7,3) $200 - $350,272.65,0,1,Urban,1,Multichannel,Womens E-Mail,1,0,0.1919
63552,2,2) $100 - $200,130.41,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.3544
63553,4,5) $500 - $750,526.59,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.3902
63554,2,3) $200 - $350,294.71,0,1,Surburban,0,Web,Womens E-Mail,1,1,0.5441
63555,1,1) $0 - $100,57.4,1,0,Urban,1,Phone,Womens E-Mail,4,0,0.0286
63556,1,2) $100 - $200,162.82,0,1,Surburban,0,Phone,No E-Mail,5,0,0.0935
63557,2,"7) $1,000 +",1002.07,0,1,Surburban,1,Phone,No E-Mail,5,1,0.9999
63558,2,1) $0 - $100,56.46,0,1,Surburban,0,Web,No E-Mail,5,0,0.126
63559,4,1) $0 - $100,56.78,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0218
63560,10,1) $0 - $100,40.14,0,1,Rural,0,Phone,Mens E-Mail,3,0,0.0912
63561,4,5) $500 - $750,670.31,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0932
63562,8,3) $200 - $350,226,1,0,Rural,1,Phone,Mens E-Mail,2,0,0.1233
63563,12,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,2,0,0.0231
63564,5,2) $100 - $200,106.97,0,1,Surburban,1,Web,Mens E-Mail,3,0,0.1116
63565,10,1) $0 - $100,76.86,1,0,Urban,1,Web,Mens E-Mail,2,0,0.0288
63566,9,5) $500 - $750,536.8,1,1,Rural,1,Web,No E-Mail,11,1,0.7934
63567,1,3) $200 - $350,273.56,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.4595
63568,4,"7) $1,000 +",1165.58,1,1,Urban,1,Web,No E-Mail,11,1,1
63569,4,1) $0 - $100,93.31,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0025
63570,7,5) $500 - $750,730.75,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0721
63571,3,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.1965
63572,9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0005
63573,11,1) $0 - $100,70.73,0,1,Urban,1,Phone,Mens E-Mail,3,0,0.0094
63574,6,3) $200 - $350,258.69,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.1657
63575,1,1) $0 - $100,30.84,1,0,Rural,1,Web,Mens E-Mail,2,1,0.5608
63576,1,2) $100 - $200,164.76,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.2608
63577,5,3) $200 - $350,307.98,1,1,Surburban,0,Multichannel,No E-Mail,11,1,0.8508
63578,10,2) $100 - $200,173.3,1,0,Surburban,1,Web,No E-Mail,6,0,0.0008
63579,1,3) $200 - $350,320.31,1,1,Urban,0,Phone,Mens E-Mail,5,0,0.4764
63580,10,3) $200 - $350,262.41,1,0,Urban,0,Web,Mens E-Mail,2,0,0.0958
63581,3,2) $100 - $200,156.23,1,0,Surburban,0,Web,No E-Mail,6,0,0.0138
63582,6,2) $100 - $200,110.02,1,0,Surburban,0,Phone,Womens E-Mail,4,0,0.0102
63583,2,2) $100 - $200,110.21,1,0,Surburban,1,Phone,No E-Mail,6,0,0.0063
63584,7,2) $100 - $200,189.74,1,0,Surburban,0,Phone,No E-Mail,6,0,0.0018
63585,3,1) $0 - $100,77.34,1,0,Urban,1,Phone,No E-Mail,6,0,0.0057
63586,2,3) $200 - $350,211.39,1,0,Rural,0,Phone,No E-Mail,6,0,0.0614
63587,1,3) $200 - $350,330.75,1,0,Surburban,1,Web,Mens E-Mail,2,1,0.522
63588,1,4) $350 - $500,452.67,0,1,Urban,1,Web,Mens E-Mail,3,1,0.8219
63589,4,2) $100 - $200,163.6,1,0,Rural,0,Phone,Womens E-Mail,4,0,0.0399
63590,2,2) $100 - $200,179.71,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0576
63591,10,3) $200 - $350,298.65,1,0,Surburban,0,Web,Womens E-Mail,4,0,0.0119
63592,7,2) $100 - $200,181.2,1,0,Rural,0,Phone,Womens E-Mail,4,0,0.0192
63593,7,1) $0 - $100,76.16,1,0,Surburban,1,Web,No E-Mail,6,0,0.0019
63594,9,1) $0 - $100,87.72,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.0299
63595,5,3) $200 - $350,204.86,1,0,Surburban,1,Web,No E-Mail,6,0,0.0068
63596,1,1) $0 - $100,71.13,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.0463
63597,8,5) $500 - $750,557.68,0,1,Urban,1,Web,Mens E-Mail,3,0,0.1846
63598,2,2) $100 - $200,125.55,0,1,Urban,0,Phone,No E-Mail,5,0,0.078
63599,3,5) $500 - $750,644.3,0,1,Rural,1,Phone,Mens E-Mail,3,1,0.8164
63600,3,3) $200 - $350,214.35,1,0,Urban,0,Web,Womens E-Mail,4,0,0.1091
63601,4,1) $0 - $100,32.58,1,0,Urban,0,Web,No E-Mail,6,0,0.0062
63602,12,3) $200 - $350,298.9,1,1,Surburban,0,Phone,Mens E-Mail,5,0,0.0306
63603,2,1) $0 - $100,40.95,0,1,Urban,0,Web,No E-Mail,5,0,0.1247
63604,2,"7) $1,000 +",1399.97,1,1,Surburban,1,Phone,No E-Mail,11,1,1
63605,11,1) $0 - $100,35.04,0,1,Surburban,0,Web,Mens E-Mail,3,0,0.0234
63606,11,3) $200 - $350,204.34,0,1,Surburban,1,Web,No E-Mail,5,0,0.0072
63607,1,2) $100 - $200,137.8,1,0,Rural,1,Web,Womens E-Mail,4,0,0.1193
63608,12,4) $350 - $500,389.4,1,0,Rural,0,Web,Mens E-Mail,2,0,0.351
63609,3,3) $200 - $350,230.04,1,1,Urban,0,Web,No E-Mail,11,1,0.9043
63610,7,1) $0 - $100,86.1,0,1,Urban,1,Phone,No E-Mail,5,0,0.0102
63611,2,2) $100 - $200,188.86,0,1,Rural,0,Phone,Womens E-Mail,1,0,0.4662
63612,2,4) $350 - $500,378.63,0,1,Urban,0,Phone,No E-Mail,5,0,0.4072
63613,2,5) $500 - $750,513.74,1,0,Surburban,1,Web,Womens E-Mail,4,0,0.1688
63614,9,3) $200 - $350,229.33,1,1,Surburban,0,Phone,Mens E-Mail,5,0,0.0564
63615,10,2) $100 - $200,140.65,0,1,Surburban,1,Phone,Mens E-Mail,3,0,0.0216
63616,12,3) $200 - $350,321.81,0,1,Urban,0,Multichannel,Womens E-Mail,1,0,0.0802
63617,6,4) $350 - $500,441.14,0,1,Urban,0,Multichannel,Womens E-Mail,1,1,0.6699
63618,9,3) $200 - $350,239.03,0,1,Urban,0,Phone,No E-Mail,5,0,0.0164
63619,9,2) $100 - $200,190.48,0,1,Surburban,0,Phone,Mens E-Mail,3,0,0.034
63620,1,"7) $1,000 +",1584.31,1,0,Surburban,1,Multichannel,Mens E-Mail,2,1,1
63621,4,5) $500 - $750,580.86,1,0,Surburban,1,Web,Mens E-Mail,2,0,0.443
63622,1,3) $200 - $350,202.21,1,0,Urban,0,Web,Womens E-Mail,4,0,0.1417
63623,10,1) $0 - $100,64.87,1,0,Surburban,1,Web,No E-Mail,6,0,0.0009
63624,2,3) $200 - $350,222.05,1,0,Urban,0,Multichannel,Mens E-Mail,2,1,0.6896
63625,1,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.191
63626,1,1) $0 - $100,42.92,0,1,Surburban,1,Web,No E-Mail,5,0,0.101
63627,1,5) $500 - $750,626.77,1,1,Surburban,1,Web,No E-Mail,11,1,0.9572
63628,4,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,4,0,0.0144
63629,1,1) $0 - $100,30.25,0,1,Surburban,0,Phone,No E-Mail,5,0,0.0956
63630,9,2) $100 - $200,116.45,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0155
63631,1,4) $350 - $500,473.56,1,0,Rural,0,Web,Womens E-Mail,4,1,0.6528
63632,1,2) $100 - $200,119.35,0,1,Surburban,1,Phone,No E-Mail,5,0,0.0624
63633,10,5) $500 - $750,512.12,1,0,Surburban,1,Multichannel,Womens E-Mail,4,0,0.0277
63634,1,2) $100 - $200,159.78,1,0,Urban,1,Web,Mens E-Mail,2,0,0.2991
63635,1,4) $350 - $500,363.06,1,1,Surburban,0,Multichannel,Mens E-Mail,5,1,0.8914
63636,9,3) $200 - $350,288.54,1,0,Rural,0,Web,Mens E-Mail,2,0,0.2439
